age,prior_offenses,employment_status,education_level,drug_history,marital_status,housing_stability,mental_health_issues,age_at_first_offense,community_support,employment_type,reoffended
35,2,unemployed,high_school,0,single,unstable,0,13,medium,part_time,0
28,3,employed,none,1,single,stable,0,10,high,part_time,1
31,1,unemployed,high_school,0,single,unstable,1,24,medium,unemployed,1
39,2,employed,none,0,married,unstable,0,10,medium,unemployed,1
23,0,employed,high_school,0,single,stable,0,15,low,full_time,1
32,0,unemployed,high_school,0,married,stable,0,16,low,full_time,1
26,2,employed,college,0,single,stable,1,28,low,unemployed,1
30,3,unemployed,college,0,married,stable,0,21,high,unemployed,0
40,1,employed,none,0,married,stable,0,10,medium,part_time,0
31,1,unemployed,high_school,1,single,unstable,0,16,medium,unemployed,1
30,4,employed,high_school,1,single,unstable,0,28,low,unemployed,1
19,1,employed,none,1,married,stable,0,22,high,full_time,0
35,2,employed,college,1,married,stable,0,21,high,unemployed,0
35,0,employed,college,0,single,stable,0,21,low,full_time,0
47,4,employed,none,0,single,stable,1,22,high,full_time,1
27,3,employed,high_school,0,married,stable,0,23,low,full_time,1
31,2,employed,none,1,single,unstable,0,21,low,unemployed,1
31,2,employed,high_school,1,married,unstable,0,29,low,unemployed,1
42,3,employed,none,1,single,stable,0,21,high,full_time,0
29,3,unemployed,college,0,single,unstable,0,15,high,full_time,1
32,1,employed,college,1,married,stable,0,19,medium,part_time,0
34,3,employed,high_school,0,married,unstable,0,29,medium,unemployed,1
31,3,unemployed,high_school,0,single,stable,0,18,medium,unemployed,1
26,0,employed,college,0,single,stable,0,11,high,part_time,0
31,4,unemployed,high_school,0,married,unstable,1,16,low,part_time,1
38,4,employed,none,0,married,stable,0,18,medium,full_time,1
21,2,employed,high_school,0,single,unstable,0,21,medium,full_time,1
31,2,employed,college,0,married,stable,0,14,low,full_time,1
24,2,unemployed,high_school,0,married,stable,0,10,medium,unemployed,1
39,0,unemployed,high_school,1,married,stable,0,24,medium,full_time,0
18,2,employed,college,0,married,stable,1,17,low,part_time,1
25,2,employed,college,0,single,stable,0,10,high,full_time,1
33,3,unemployed,college,1,married,stable,0,27,low,full_time,1
42,0,employed,none,1,married,stable,0,22,high,full_time,1
29,1,employed,high_school,0,single,stable,0,10,low,full_time,1
25,3,unemployed,college,0,single,unstable,0,14,low,full_time,1
45,3,unemployed,college,0,single,stable,0,27,low,unemployed,1
18,4,employed,high_school,0,married,unstable,1,25,medium,full_time,1
18,0,unemployed,none,0,single,stable,0,19,medium,unemployed,1
33,3,unemployed,college,1,married,stable,0,13,low,full_time,1
25,1,employed,college,0,divorced,stable,1,10,low,part_time,1
21,2,employed,none,1,married,stable,0,17,medium,part_time,1
35,5,employed,high_school,1,divorced,stable,0,14,medium,unemployed,1
31,0,unemployed,none,1,divorced,stable,0,11,medium,full_time,0
25,1,unemployed,high_school,0,single,stable,0,26,low,full_time,0
19,3,employed,none,1,married,stable,0,16,medium,unemployed,1
36,3,unemployed,high_school,0,single,unstable,1,26,medium,full_time,0
35,1,employed,high_school,0,married,stable,0,15,high,unemployed,1
29,0,employed,high_school,0,single,stable,0,24,medium,full_time,0
44,3,employed,high_school,0,divorced,stable,0,14,low,part_time,1
21,3,employed,college,1,married,unstable,1,24,low,full_time,1
18,0,unemployed,high_school,0,married,stable,0,27,medium,unemployed,1
24,2,employed,none,0,single,stable,0,27,medium,part_time,1
29,0,unemployed,college,0,single,stable,0,15,high,full_time,1
31,4,employed,none,0,married,stable,0,11,medium,full_time,1
28,0,employed,college,0,single,stable,1,26,medium,full_time,1
32,2,unemployed,college,1,married,unstable,1,13,medium,unemployed,1
19,1,employed,high_school,0,single,stable,0,21,medium,full_time,1
41,0,employed,college,0,married,stable,0,28,low,full_time,0
29,1,employed,none,0,single,stable,0,11,low,part_time,1
38,2,unemployed,high_school,0,married,stable,0,11,medium,full_time,0
32,5,employed,high_school,0,married,stable,0,23,low,full_time,1
33,1,employed,high_school,0,single,stable,0,24,low,full_time,0
34,3,employed,college,1,single,stable,0,29,low,unemployed,1
33,1,employed,none,0,single,stable,1,11,low,unemployed,1
35,5,unemployed,high_school,0,married,stable,0,13,low,full_time,1
40,2,employed,high_school,0,married,unstable,1,28,medium,unemployed,1
31,0,employed,high_school,1,married,stable,0,18,medium,full_time,1
35,1,employed,high_school,0,married,stable,0,16,medium,full_time,1
29,2,employed,high_school,0,single,stable,1,22,medium,part_time,1
41,0,unemployed,college,1,single,stable,0,21,high,full_time,1
24,1,employed,none,0,single,stable,0,12,low,part_time,1
44,3,unemployed,college,0,single,stable,0,22,medium,unemployed,0
29,0,employed,high_school,0,divorced,unstable,0,24,low,unemployed,1
18,0,employed,college,0,married,unstable,1,23,medium,full_time,1
31,2,unemployed,college,0,single,stable,1,18,high,full_time,1
24,2,employed,high_school,0,married,unstable,0,22,medium,unemployed,1
36,2,unemployed,high_school,0,married,unstable,0,13,medium,full_time,1
24,4,unemployed,college,0,single,stable,0,17,medium,part_time,1
26,3,employed,high_school,0,single,unstable,0,12,medium,full_time,1
18,1,employed,college,1,single,stable,0,11,low,full_time,1
26,3,unemployed,high_school,1,married,stable,0,28,medium,full_time,1
18,1,employed,none,1,divorced,stable,0,17,medium,unemployed,1
18,3,employed,high_school,0,married,stable,0,26,medium,unemployed,0
36,3,employed,college,0,single,stable,0,22,low,full_time,0
36,2,employed,high_school,0,single,stable,0,16,high,unemployed,1
33,3,unemployed,college,0,married,unstable,0,18,low,full_time,1
22,2,employed,college,1,married,unstable,1,21,low,full_time,1
29,3,employed,high_school,0,married,unstable,1,23,medium,unemployed,1
29,1,unemployed,none,0,married,unstable,0,23,low,part_time,1
20,3,employed,college,0,single,unstable,0,24,medium,full_time,1
42,2,employed,high_school,0,married,stable,1,12,medium,full_time,0
37,4,unemployed,college,0,married,stable,1,24,medium,unemployed,1
28,3,employed,high_school,0,single,stable,1,28,medium,unemployed,1
30,1,unemployed,high_school,0,married,unstable,0,29,medium,unemployed,1
31,1,unemployed,college,1,single,stable,1,23,high,full_time,1
18,2,employed,high_school,0,single,unstable,0,17,medium,unemployed,1
28,4,employed,high_school,1,single,stable,0,14,medium,full_time,1
24,2,employed,high_school,1,single,stable,1,28,high,unemployed,0
21,3,employed,high_school,0,single,unstable,0,13,low,full_time,1
27,1,unemployed,high_school,1,single,stable,1,23,medium,full_time,1
44,2,unemployed,college,0,married,stable,0,25,low,full_time,1
35,4,employed,high_school,1,single,stable,1,29,low,unemployed,1
25,4,unemployed,high_school,0,single,stable,0,15,low,unemployed,1
34,1,unemployed,high_school,0,single,unstable,1,15,medium,full_time,1
