age,prior_offenses,employment_status,education_level,drug_history,marital_status,housing_stability,mental_health_issues,age_at_first_offense,community_support,employment_type,reoffended,predicted_risk
19,3,unemployed,high_school,0,divorced,stable,0,14,medium,part_time,1,0.80510646
22,3,employed,college,0,single,stable,0,18,medium,full_time,1,0.8772898
38,2,employed,high_school,0,single,stable,0,21,medium,full_time,1,0.5575017
22,0,employed,high_school,0,single,stable,0,17,low,part_time,1,0.7591295
51,2,unemployed,none,0,single,stable,0,14,medium,unemployed,0,0.38218182
33,3,employed,high_school,0,married,stable,1,20,high,unemployed,1,0.8849958
31,1,employed,college,0,single,unstable,1,20,medium,unemployed,0,0.44879764
23,2,unemployed,high_school,0,single,unstable,1,22,medium,unemployed,1,0.9436777
35,1,employed,none,0,married,stable,0,23,medium,full_time,1,0.5493687
25,1,employed,high_school,0,married,stable,0,17,high,unemployed,1,0.47455445
30,2,unemployed,high_school,0,married,stable,1,27,medium,full_time,1,0.9577121
50,3,employed,none,0,single,unstable,0,28,medium,unemployed,1,0.885308
29,2,unemployed,high_school,0,married,unstable,0,21,medium,part_time,0,0.5571257
39,0,employed,high_school,0,married,unstable,0,21,medium,unemployed,1,0.19071917
24,3,employed,high_school,0,single,unstable,0,27,medium,full_time,1,0.8854265
29,2,employed,high_school,1,single,stable,1,19,medium,full_time,1,0.9080877
44,2,employed,high_school,0,single,stable,0,16,medium,part_time,1,0.49270672
24,0,employed,college,1,single,stable,0,27,medium,full_time,0,0.122392245
44,4,unemployed,high_school,0,single,stable,0,21,low,unemployed,1,0.9510365
35,2,employed,high_school,0,single,unstable,0,23,low,part_time,1,0.87825453
25,2,employed,high_school,0,married,stable,0,24,low,part_time,1,0.5851684
35,1,employed,high_school,0,married,stable,0,25,high,unemployed,0,0.22002958
37,2,unemployed,college,0,divorced,stable,0,11,low,part_time,1,0.8018636
34,2,employed,high_school,0,married,unstable,0,27,low,full_time,1,0.80425406
18,2,employed,college,0,single,stable,0,21,low,full_time,1,0.7878015
24,4,employed,none,0,married,stable,0,25,medium,part_time,1,0.93805945
28,0,employed,high_school,0,married,stable,0,22,low,unemployed,0,0.3026349
29,1,employed,college,1,single,stable,0,29,medium,unemployed,0,0.21795338
34,4,unemployed,high_school,0,married,stable,0,26,low,unemployed,1,0.98998874
31,0,employed,high_school,0,divorced,unstable,1,27,high,full_time,0,0.21883748
19,0,employed,high_school,0,married,stable,1,12,high,full_time,1,0.85226333
33,3,employed,college,0,divorced,unstable,0,19,high,full_time,1,0.89071786
34,0,unemployed,none,1,single,stable,0,10,medium,unemployed,1,0.91281605
34,1,employed,college,0,single,stable,0,15,medium,full_time,1,0.6014717
38,0,employed,none,0,single,unstable,0,12,medium,full_time,1,0.8564393
36,1,employed,college,1,married,stable,0,28,medium,part_time,1,0.772058
33,2,employed,high_school,0,married,stable,1,13,medium,full_time,1,0.88136953
29,2,employed,college,0,divorced,unstable,0,29,low,unemployed,1,0.861913
18,1,employed,high_school,1,single,stable,1,12,medium,full_time,1,0.9282982
33,2,employed,college,0,single,unstable,0,17,low,full_time,1,0.95072114
31,3,employed,none,0,married,stable,0,17,medium,full_time,1,0.7080824
32,0,employed,none,0,married,stable,0,16,medium,unemployed,1,0.58253783
19,3,employed,high_school,0,single,stable,0,11,medium,full_time,1,0.9287399
21,1,employed,none,0,single,unstable,0,15,high,full_time,1,0.9557541
38,4,unemployed,none,1,married,stable,0,25,medium,full_time,1,0.9856306
29,5,unemployed,college,0,married,unstable,0,19,medium,full_time,1,0.99466044
35,1,unemployed,college,1,single,unstable,0,13,medium,unemployed,1,0.97704303
30,1,unemployed,high_school,1,single,stable,0,22,low,full_time,1,0.84312934
30,4,unemployed,college,0,divorced,stable,0,19,medium,unemployed,1,0.98862016
37,1,unemployed,high_school,0,married,stable,0,23,high,full_time,1,0.1980039
25,1,employed,high_school,0,single,stable,0,18,high,unemployed,1,0.69864947
30,3,unemployed,college,1,single,stable,0,20,medium,unemployed,1,0.9153787
26,2,employed,high_school,1,married,stable,0,27,low,part_time,1,0.7983381
26,0,employed,college,0,single,unstable,0,20,low,part_time,1,0.8901175
27,1,unemployed,high_school,0,single,unstable,0,26,medium,full_time,1,0.7376003
31,2,employed,high_school,0,married,unstable,0,11,high,part_time,1,0.52753377
26,1,employed,none,1,single,unstable,0,12,medium,full_time,1,0.98821497
40,4,unemployed,none,0,married,stable,0,20,high,full_time,1,0.9663371
22,3,employed,none,0,single,stable,1,27,medium,unemployed,1,0.8585194
28,0,employed,college,1,married,unstable,0,12,low,full_time,1,0.94265145
26,2,unemployed,college,0,single,stable,0,24,low,unemployed,1,0.8841359
41,4,unemployed,college,0,single,unstable,1,20,low,full_time,1,0.99502414
31,2,employed,high_school,0,single,stable,0,20,medium,part_time,1,0.48828974
38,1,employed,high_school,0,divorced,stable,1,29,low,unemployed,0,0.17152287
18,2,employed,none,0,married,unstable,0,20,medium,part_time,1,0.8741446
32,2,unemployed,high_school,1,single,unstable,0,28,medium,part_time,1,0.9613832
37,2,employed,high_school,0,married,stable,1,10,medium,unemployed,1,0.9132265
30,1,employed,college,0,married,unstable,0,14,low,unemployed,1,0.80567336
38,0,employed,high_school,0,divorced,stable,0,19,low,full_time,0,0.15877786
25,3,employed,none,0,single,stable,0,19,medium,part_time,1,0.96254593
41,6,unemployed,none,0,married,unstable,0,23,medium,full_time,1,0.99300647
48,1,employed,none,1,single,stable,0,11,medium,full_time,0,0.61194605
27,2,unemployed,high_school,1,single,stable,0,13,high,full_time,1,0.8584841
26,2,employed,college,0,divorced,stable,0,11,medium,full_time,1,0.707458
41,2,unemployed,high_school,0,married,stable,0,27,medium,part_time,1,0.76473683
42,2,unemployed,college,0,single,stable,0,22,medium,unemployed,1,0.5970739
25,2,employed,high_school,1,single,stable,0,28,high,unemployed,1,0.51023954
26,1,employed,high_school,0,married,stable,0,14,medium,part_time,0,0.52264214
27,4,employed,none,1,married,unstable,1,29,medium,full_time,1,0.9543519
19,3,unemployed,college,0,single,stable,0,11,medium,full_time,1,0.94125026
22,0,employed,college,1,divorced,unstable,0,20,medium,full_time,1,0.7795867
21,2,unemployed,none,1,single,stable,0,27,medium,part_time,1,0.7860326
23,2,unemployed,high_school,1,single,stable,0,15,medium,full_time,1,0.785581
29,3,unemployed,high_school,0,divorced,stable,0,19,high,part_time,0,0.4591616
31,1,unemployed,high_school,0,single,stable,1,26,high,unemployed,0,0.49007994
42,2,employed,college,0,single,stable,0,20,low,unemployed,1,0.6445813
22,0,employed,high_school,1,married,stable,1,28,low,unemployed,0,0.67789644
37,3,employed,high_school,0,married,stable,0,26,low,part_time,1,0.7494125
28,3,unemployed,none,1,single,stable,0,13,medium,full_time,1,0.97587615
29,2,unemployed,none,1,divorced,stable,0,23,medium,full_time,1,0.8640497
35,0,unemployed,none,0,married,stable,0,29,low,unemployed,1,0.8419836
21,3,employed,none,1,single,stable,0,13,low,part_time,1,0.97161114
33,2,employed,college,0,married,unstable,0,23,medium,part_time,1,0.6389127
31,4,unemployed,college,0,single,stable,0,13,low,full_time,1,0.99055254
33,1,employed,none,0,single,stable,1,15,low,part_time,0,0.976249
32,3,employed,college,0,married,stable,1,18,medium,full_time,1,0.880793
49,2,unemployed,none,1,divorced,unstable,0,21,low,full_time,1,0.9840098
24,4,employed,high_school,0,single,stable,0,17,low,full_time,1,0.99028194
25,0,employed,high_school,0,single,unstable,0,13,high,full_time,0,0.81210494
25,2,employed,high_school,0,single,stable,0,14,high,full_time,1,0.8854319
25,1,employed,high_school,1,single,unstable,1,15,medium,full_time,1,0.9676002
24,1,unemployed,high_school,0,single,unstable,0,14,low,unemployed,1,0.9100027
39,1,employed,high_school,1,single,unstable,0,28,medium,part_time,1,0.9297033
41,0,employed,college,0,married,stable,0,17,medium,part_time,0,0.09674133
25,1,employed,none,0,single,stable,0,18,low,full_time,1,0.8423927
23,2,unemployed,none,0,single,stable,0,24,low,unemployed,1,0.8893814
33,3,employed,none,0,married,stable,0,13,low,full_time,1,0.75100845
25,5,employed,high_school,1,married,unstable,0,18,medium,full_time,1,0.99391586
35,3,employed,none,0,single,stable,0,16,high,part_time,1,0.8628155
31,2,employed,college,1,single,stable,0,17,medium,full_time,1,0.5532686
18,4,employed,high_school,0,married,stable,0,24,medium,part_time,1,0.92255086
42,3,unemployed,high_school,0,single,stable,0,28,medium,part_time,0,0.5291202
44,2,unemployed,high_school,1,single,stable,0,24,medium,unemployed,1,0.76311564
25,1,employed,none,1,married,unstable,0,14,medium,unemployed,1,0.94401073
26,1,employed,none,0,single,stable,0,28,low,unemployed,1,0.75240976
32,4,unemployed,high_school,0,single,stable,0,16,medium,full_time,1,0.9914978
32,5,employed,high_school,0,single,stable,0,15,high,unemployed,1,0.98095095
35,1,unemployed,high_school,0,single,stable,0,28,medium,full_time,0,0.7742754
46,3,employed,none,1,single,stable,0,26,high,part_time,0,0.23237295
28,2,unemployed,college,1,divorced,stable,0,19,medium,unemployed,1,0.7097235
23,1,unemployed,none,0,single,unstable,0,28,medium,full_time,1,0.9483593
18,2,unemployed,college,1,single,unstable,0,20,low,part_time,1,0.95423836
24,1,unemployed,college,0,single,unstable,1,24,medium,full_time,1,0.7025374
29,2,employed,high_school,0,divorced,stable,1,19,high,full_time,1,0.7578017
44,1,unemployed,none,0,married,unstable,0,20,medium,unemployed,1,0.9115979
25,0,employed,none,0,single,unstable,0,12,low,full_time,1,0.9598983
31,2,employed,high_school,0,married,unstable,0,12,low,full_time,1,0.9263791
29,1,unemployed,high_school,0,single,stable,0,27,medium,full_time,0,0.615911
39,2,unemployed,college,0,single,unstable,0,20,medium,unemployed,1,0.8800933
50,3,unemployed,college,0,single,unstable,1,29,medium,full_time,1,0.8746966
25,0,employed,high_school,1,single,unstable,0,27,high,full_time,0,0.40158492
26,0,unemployed,none,0,single,stable,1,24,medium,unemployed,0,0.4866115
38,2,unemployed,high_school,0,married,unstable,0,16,medium,full_time,1,0.760011
35,1,employed,college,1,single,unstable,0,19,low,full_time,1,0.9350759
44,2,employed,high_school,1,married,stable,0,29,low,unemployed,0,0.314959
34,3,employed,none,1,single,stable,0,19,medium,part_time,1,0.868599
27,2,employed,college,0,single,unstable,0,22,high,unemployed,1,0.93757886
34,3,unemployed,high_school,0,single,stable,0,24,medium,full_time,1,0.85761625
38,3,unemployed,college,0,divorced,stable,0,27,medium,unemployed,1,0.8806165
36,3,unemployed,high_school,0,single,stable,0,13,low,unemployed,1,0.96327
34,2,unemployed,none,1,married,unstable,0,29,high,full_time,1,0.97022927
38,0,employed,college,0,single,stable,0,26,high,full_time,0,0.09008477
39,2,unemployed,high_school,0,single,stable,0,12,medium,unemployed,1,0.67696786
41,2,employed,high_school,0,single,stable,0,11,low,full_time,1,0.7589868
35,2,unemployed,high_school,0,single,unstable,0,13,medium,part_time,0,0.5423044
28,3,employed,none,1,single,stable,0,10,high,part_time,1,0.9675707
31,1,unemployed,high_school,0,single,unstable,1,24,medium,unemployed,1,0.79876536
39,2,employed,none,0,married,unstable,0,10,medium,unemployed,1,0.9456672
23,0,employed,high_school,0,single,stable,0,15,low,full_time,1,0.8266016
32,0,unemployed,high_school,0,married,stable,0,16,low,full_time,1,0.7519568
26,2,employed,college,0,single,stable,1,28,low,unemployed,1,0.8005523
30,3,unemployed,college,0,married,stable,0,21,high,unemployed,0,0.8947818
40,1,employed,none,0,married,stable,0,10,medium,part_time,0,0.34054294
31,1,unemployed,high_school,1,single,unstable,0,16,medium,unemployed,1,0.980491
30,4,employed,high_school,1,single,unstable,0,28,low,unemployed,1,0.98799044
19,1,employed,none,1,married,stable,0,22,high,full_time,0,0.5820661
35,2,employed,college,1,married,stable,0,21,high,unemployed,0,0.62999916
35,0,employed,college,0,single,stable,0,21,low,full_time,0,0.52697664
47,4,employed,none,0,single,stable,1,22,high,full_time,1,0.7103484
27,3,employed,high_school,0,married,stable,0,23,low,full_time,1,0.8321686
31,2,employed,none,1,single,unstable,0,21,low,unemployed,1,0.9907889
31,2,employed,high_school,1,married,unstable,0,29,low,unemployed,1,0.86271966
42,3,employed,none,1,single,stable,0,21,high,full_time,0,0.50013566
29,3,unemployed,college,0,single,unstable,0,15,high,full_time,1,0.9657403
32,1,employed,college,1,married,stable,0,19,medium,part_time,0,0.5365149
34,3,employed,high_school,0,married,unstable,0,29,medium,unemployed,1,0.51633406
31,3,unemployed,high_school,0,single,stable,0,18,medium,unemployed,1,0.8946677
26,0,employed,college,0,single,stable,0,11,high,part_time,0,0.7067151
31,4,unemployed,high_school,0,married,unstable,1,16,low,part_time,1,0.98220944
38,4,employed,none,0,married,stable,0,18,medium,full_time,1,0.8148856
21,2,employed,high_school,0,single,unstable,0,21,medium,full_time,1,0.8651296
31,2,employed,college,0,married,stable,0,14,low,full_time,1,0.82098716
24,2,unemployed,high_school,0,married,stable,0,10,medium,unemployed,1,0.88293105
39,0,unemployed,high_school,1,married,stable,0,24,medium,full_time,0,0.8162004
18,2,employed,college,0,married,stable,1,17,low,part_time,1,0.85778844
25,2,employed,college,0,single,stable,0,10,high,full_time,1,0.89128774
33,3,unemployed,college,1,married,stable,0,27,low,full_time,1,0.9239701
42,0,employed,none,1,married,stable,0,22,high,full_time,1,0.8106509
29,1,employed,high_school,0,single,stable,0,10,low,full_time,1,0.8069069
25,3,unemployed,college,0,single,unstable,0,14,low,full_time,1,0.99326223
45,3,unemployed,college,0,single,stable,0,27,low,unemployed,1,0.77149916
18,4,employed,high_school,0,married,unstable,1,25,medium,full_time,1,0.9888291
18,0,unemployed,none,0,single,stable,0,19,medium,unemployed,1,0.8439464
33,3,unemployed,college,1,married,stable,0,13,low,full_time,1,0.9682664
25,1,employed,college,0,divorced,stable,1,10,low,part_time,1,0.84934014
21,2,employed,none,1,married,stable,0,17,medium,part_time,1,0.6951257
35,5,employed,high_school,1,divorced,stable,0,14,medium,unemployed,1,0.9857297
31,0,unemployed,none,1,divorced,stable,0,11,medium,full_time,0,0.86668557
25,1,unemployed,high_school,0,single,stable,0,26,low,full_time,0,0.5153151
19,3,employed,none,1,married,stable,0,16,medium,unemployed,1,0.94038117
36,3,unemployed,high_school,0,single,unstable,1,26,medium,full_time,0,0.92328364
35,1,employed,high_school,0,married,stable,0,15,high,unemployed,1,0.64006287
29,0,employed,high_school,0,single,stable,0,24,medium,full_time,0,0.28433892
44,3,employed,high_school,0,divorced,stable,0,14,low,part_time,1,0.82618856
21,3,employed,college,1,married,unstable,1,24,low,full_time,1,0.990635
18,0,unemployed,high_school,0,married,stable,0,27,medium,unemployed,1,0.84263676
24,2,employed,none,0,single,stable,0,27,medium,part_time,1,0.6288311
29,0,unemployed,college,0,single,stable,0,15,high,full_time,1,0.54243344
31,4,employed,none,0,married,stable,0,11,medium,full_time,1,0.92786646
28,0,employed,college,0,single,stable,1,26,medium,full_time,1,0.25245526
32,2,unemployed,college,1,married,unstable,1,13,medium,unemployed,1,0.9949162
19,1,employed,high_school,0,single,stable,0,21,medium,full_time,1,0.6712158
41,0,employed,college,0,married,stable,0,28,low,full_time,0,0.09164421
29,1,employed,none,0,single,stable,0,11,low,part_time,1,0.9573772
38,2,unemployed,high_school,0,married,stable,0,11,medium,full_time,0,0.70532495
32,5,employed,high_school,0,married,stable,0,23,low,full_time,1,0.9682719
33,1,employed,high_school,0,single,stable,0,24,low,full_time,0,0.34293684
34,3,employed,college,1,single,stable,0,29,low,unemployed,1,0.82637364
33,1,employed,none,0,single,stable,1,11,low,unemployed,1,0.9108866
35,5,unemployed,high_school,0,married,stable,0,13,low,full_time,1,0.98853254
40,2,employed,high_school,0,married,unstable,1,28,medium,unemployed,1,0.87335473
31,0,employed,high_school,1,married,stable,0,18,medium,full_time,1,0.6823548
35,1,employed,high_school,0,married,stable,0,16,medium,full_time,1,0.5304412
29,2,employed,high_school,0,single,stable,1,22,medium,part_time,1,0.7318446
41,0,unemployed,college,1,single,stable,0,21,high,full_time,1,0.7090447
24,1,employed,none,0,single,stable,0,12,low,part_time,1,0.91646135
44,3,unemployed,college,0,single,stable,0,22,medium,unemployed,0,0.5439074
29,0,employed,high_school,0,divorced,unstable,0,24,low,unemployed,1,0.5548501
18,0,employed,college,0,married,unstable,1,23,medium,full_time,1,0.8095836
31,2,unemployed,college,0,single,stable,1,18,high,full_time,1,0.7346312
24,2,employed,high_school,0,married,unstable,0,22,medium,unemployed,1,0.7814233
36,2,unemployed,high_school,0,married,unstable,0,13,medium,full_time,1,0.82767904
24,4,unemployed,college,0,single,stable,0,17,medium,part_time,1,0.98308414
26,3,employed,high_school,0,single,unstable,0,12,medium,full_time,1,0.95335674
18,1,employed,college,1,single,stable,0,11,low,full_time,1,0.8051737
26,3,unemployed,high_school,1,married,stable,0,28,medium,full_time,1,0.92304784
18,1,employed,none,1,divorced,stable,0,17,medium,unemployed,1,0.76589906
18,3,employed,high_school,0,married,stable,0,26,medium,unemployed,0,0.58450276
36,3,employed,college,0,single,stable,0,22,low,full_time,0,0.79442686
36,2,employed,high_school,0,single,stable,0,16,high,unemployed,1,0.8552021
33,3,unemployed,college,0,married,unstable,0,18,low,full_time,1,0.9726537
22,2,employed,college,1,married,unstable,1,21,low,full_time,1,0.9906831
29,3,employed,high_school,0,married,unstable,1,23,medium,unemployed,1,0.95277584
29,1,unemployed,none,0,married,unstable,0,23,low,part_time,1,0.8613046
20,3,employed,college,0,single,unstable,0,24,medium,full_time,1,0.9778151
42,2,employed,high_school,0,married,stable,1,12,medium,full_time,0,0.7396747
37,4,unemployed,college,0,married,stable,1,24,medium,unemployed,1,0.9793575
28,3,employed,high_school,0,single,stable,1,28,medium,unemployed,1,0.89348954
30,1,unemployed,high_school,0,married,unstable,0,29,medium,unemployed,1,0.7891242
31,1,unemployed,college,1,single,stable,1,23,high,full_time,1,0.8888462
18,2,employed,high_school,0,single,unstable,0,17,medium,unemployed,1,0.79482836
28,4,employed,high_school,1,single,stable,0,14,medium,full_time,1,0.97755665
24,2,employed,high_school,1,single,stable,1,28,high,unemployed,0,0.50900984
21,3,employed,high_school,0,single,unstable,0,13,low,full_time,1,0.98186445
27,1,unemployed,high_school,1,single,stable,1,23,medium,full_time,1,0.89083827
44,2,unemployed,college,0,married,stable,0,25,low,full_time,1,0.82159376
35,4,employed,high_school,1,single,stable,1,29,low,unemployed,1,0.9682815
25,4,unemployed,high_school,0,single,stable,0,15,low,unemployed,1,0.99757916
34,1,unemployed,high_school,0,single,unstable,1,15,medium,full_time,1,0.85395426
